82000700,Estabilização de paciente por meio de contenção física e/ou mecânica
82000743,Exérese de lipoma na região buco-maxilo-facial
82000778,Exérese ou excisão de cálculo salivar
82000786,Exérese ou excisão de cistos odontológicos
82000794,Exérese ou excisão de mucocele
82000808,Exérese ou excisão de rânula
82000816,Exodontia a retalho
82000832,Exodontia de permanente por indicação ortodôntica/protética
82000859,Exodontia de raiz residual
82000875,Exodontia simples de permanente
82000883,Frenulectomia labial
82000891,Frenulectomia lingual
82000905,Frenulotomia labial
82000913,Frenulotomia lingual
82000921,Gengivectomia
82000948,Gengivoplastia
82000964,Implante ortodôntico
82000980,Implante ósseo integrado
82001006,Implante Zigomático
82001022,"Incisão e Drenagem extra-oral de abscesso, hematoma e/ou flegmão da região buco-maxilo-facial"
82001030,"Incisão e Drenagem intra-oral de abscesso, hematoma e/ou flegmão da região buco-maxilo-facial"
82001049,Levantamento do seio maxilar com osso autógeno
82001057,Levantamento do seio maxilar com osso homólogo
82001065,Levantamento do seio maxilar com osso liofilizado
82001073,Odonto-secção
82001103,Punção aspirativa na região buco-maxilo-facial
82001120,Punção aspirativa orientada por imagem na região buco-maxilo-facial
82001138,Reabertura - colocação de cicatrizador
82001154,Reconstrução de sulco gengivo-labial
82001170,Redução cruenta de fratura alvéolo dentária
82001189,Redução incruenta de fratura alvéolo dentária
82001197,Redução simples de luxação de Articulação Têmporo-mandibular (ATM)
82001219,Reeducação e/ou reabilitação de distúrbio buco-maxilo-facial
82001235,Reeducação e/ou reabilitação de sequela em traumatismo buco-maxilo-facial
82001243,Regeneração tecidual guiada – RTG
82001251,Reimplante dentário com contenção
82001286,Remoção de dentes inclusos / impactados
82001294,Remoção de dentes semi-inclusos / impactados
82001308,Remoção de dreno extra-oral
82001316,Remoção de dreno intra-oral
82001324,Remoção de implante dentário não ósseo integrado
82001332,Remoção de implante dentário ósseo integrado no seio maxilar
82001367,Remoção de odontoma
82001375,Remoção de tamponamento nasal
82001391,Retirada de corpo estranho oroantral ou oronasal da região buco-maxilo-facial
82001413,Retirada de corpo estranho subcutâneo ou submucoso da região buco-maxilo-facial
82001430,Retirada dos meios de fixação da região buco-maxilo-facial
82001448,Sedação consciente com óxido nitroso e oxigênio em odontologia
82001456,Sedação medicamentosa ambulatorial em odontologia
82001464,Sepultamento radicular
82001499,Sutura de ferida em região buco-maxilo-facial
82001502,Tracionamento cirúrgico com finalidade ortodôntica
82001510,Tratamento cirúrgico das fístulas buco nasal
82001529,Tratamento cirúrgico das fístulas buco sinusal
82001545,Tratamento cirúrgico de bridas constritivas da região buco-maxilo-facial
82001553,Tratamento cirúrgico de hiperplasias de tecidos moles na região buco-maxilo-facial
82001588,Tratamento cirúrgico de hiperplasias de tecidos ósseos/cartilaginosos na região buco-maxilo-facial
82001596,Tratamento cirúrgico de tumores benignos de tecidos ósseos/cartilaginosos na região buco-maxilo-facial
82001618,Tratamento cirúrgico dos tumores benignos de tecidos moles na região buco-maxilo-facial
82001634,Tratamento Cirúrgico para tumores odontogênicos benignos – sem reconstrução
82001642,Tratamento conservador de luxação da articulação têmporo-mandibular - ATM
82001650,Tratamento de alveolite
82001669,Tratamento odontológico regenerativo com enxerto de osso autógeno
82001685,Tunelização
82001707,Ulectomia
82001715,Ulotomia
83000020,Coroa de acetato em dente decíduo
83000046,Coroa de aço em dente decíduo
83000062,Coroa de policarbonato em dente decíduo
83000089,Exodontia simples de decíduo
83000097,Mantenedor de espaço fixo
83000100,Mantenedor de espaço removível
83000127,Pulpotomia em dente decíduo
83000135,Restauração atraumática em dente decíduo
83000151,Tratamento endodôntico em dente decíduo
84000015,Aparelho protetor bucal
84000031,Aplicação de cariostático
84000058,Aplicação de selante - técnica invasiva
84000074,Aplicação de selante de fóssulas e fissuras
84000090,Aplicação tópica de flúor
84000112,Aplicação tópica de verniz fluoretado
84000139,Atividade educativa em saúde bucal
84000163,Controle de biofilme (placa bacteriana)
84000171,Controle de cárie incipiente
84000171,Controle de cárie incipiente
84000171,Controle de cárie incipiente
84000171,Controle de cárie incipiente
84000198,Profilaxia: polimento coronário
84000201,Remineralização
84000228,Teste de capacidade tampão da saliva
84000236,Teste de contagem microbiológica
84000244,Teste de fluxo salivar
84000252,Teste de PH salivar
85000787,Imobilização dentária em dentes decíduos
85100013,Capeamento pulpar direto
85100021,Clareamento dentário caseiro
85100030,Clareamento dentário de consultório
85100048,Colagem de fragmentos dentários
85100056,Curativo de demora em endodontia
85100056,Curativo de demora em endodontia
85100056,Curativo de demora em endodontia
85100064,Faceta direta em resina fotopolimerizável
85100072,Placa de Acetato para Clareamento Caseiro
85100080,Restauração atraumática em dente permanente
85100099,Restauração de amálgama - 1 face
85100102,Restauração de amálgama - 2 faces
85100110,Restauração de amálgama - 3 faces
85100129,Restauração de amálgama - 4 faces
85100137,Restauração em ionômero de vidro - 1 face
85100145,Restauração em ionômero de vidro - 2 faces
85100153,Restauração em ionômero de vidro - 3 faces
85100161,Restauração em ionômero de vidro - 4 faces
85100170,Restauração em resina (indireta) - Inlay
85100196,Restauração em resina fotopolimerizável 1 face
85100200,Restauração em resina fotopolimerizável 2 faces
85100218,Restauração em resina fotopolimerizável 3 faces
85100226,Restauração em resina fotopolimerizável 4 faces
85100234,Tratamento de fluorose - microabrasão
85200018,Clareamento de dente desvitalizado
85200026,Preparo para núcleo intrarradicular
85200034,Pulpectomia
85200034,Pulpectomia
85200034,Pulpectomia
85200042,Pulpotomia
85200050,Remoção de corpo estranho intracanal
85200069,Remoção de material obturador intracanal para retratamento endodôntico
85200077,Remoção de núcleo intrarradicular
85200085,Restauração temporária / tratamento expectante
85200093,Retratamento endodôntico birradicular
85200107,Retratamento endodôntico multirradicular
85200115,Retratamento endodôntico unirradicular
85200123,Tratamento de perfuração endodôntica
85200131,Tratamento endodôndico de dente com rizogênese incompleta
85200140,Tratamento endodôntico birradicular
85200158,Tratamento endodôntico multirradicular
85200166,Tratamento endodôntico unirradicular
85300012,Dessensibilização dentária
85300020,Imobilização dentária em dentes permanentes
85300039,Raspagem sub-gengival/alisamento radicular
85300047,Raspagem supra-gengival
85300055,Remoção dos fatores de retenção do Biofilme Dental (Placa Bacteriana)
85300063,Tratamento de abscesso periodontal agudo
85300071,Tratamento de gengivite necrosante aguda - GNA
85300071,Tratamento de gengivite necrosante aguda - GNA
85300071,Tratamento de gengivite necrosante aguda - GNA
85300071,Tratamento de gengivite necrosante aguda - GNA
85300071,Tratamento de gengivite necrosante aguda - GNA
85300071,Tratamento de gengivite necrosante aguda - GNA
85300071,Tratamento de gengivite necrosante aguda - GNA
85300080,Tratamento de pericoronarite
85300080,Tratamento de pericoronarite
85300080,Tratamento de pericoronarite
85300080,Tratamento de pericoronarite
85300080,Tratamento de pericoronarite
85300080,Tratamento de pericoronarite
85300080,Tratamento de pericoronarite
85400017,Ajuste Oclusal por acréscimo
85400025,Ajuste Oclusal por desgaste seletivo
85400033,Conserto em prótese parcial removível (em consultório e em laboratório)
85400041,Conserto em prótese parcial removível (exclusivamente em consultório)
85400050,Conserto em prótese total (em consultório e em laboratório)
85400068,Conserto em prótese total (exclusivamente em consultório)
85400076,Coroa provisória com pino
85400084,Coroa provisória sem pino
85400092,Coroa total acrílica prensada
85400106,Coroa total em cerâmica pura
85400114,Coroa total em cerômero
85400122,Coroa total livre de metal (metalfree) sobre implante - cerâmica
85400130,Coroa total livre de metal (metalfree) sobre implante - cerômero
85400149,Coroa total metálica
85400157,Coroa total metalo cerâmica
85400165,Coroa total metalo plástica – cerômero
85400173,Coroa total metalo plástica – resina acrílica
85400181,Faceta em cerâmica pura
85400190,Faceta em cerômero
85400203,Guia cirúrgico para prótese total imediata
85400211,Núcleo de preenchimento
85400220,Núcleo metálico fundido
85400238,Onlay de Resina Indireta
85400246,Órtese miorrelaxante (placa oclusal estabilizadora)
85400254,Órtese reposicionadora (placa oclusal reposicionadora)
85400262,Pino pré fabricado
85400270,Placa oclusal resiliente
85400289,Prótese fixa adesiva direta (provisória)
85400297,Prótese fixa adesiva em cerômero livre de metal (metal free)
85400300,Prótese fixa adesiva indireta em metalo cerâmica
85400319,Prótese fixa adesiva indireta em metalo plástica
85400327,Prótese parcial fixa em cerômero livre de metal (metal free)
85400335,Prótese parcial fixa em metalo cerâmica
85400343,Prótese parcial fixa em metalo plástica
85400351,Prótese parcial fixa In Ceran livre de metal (metal free)
85400360,Prótese parcial fixa provisória
85400378,Prótese parcial removível com encaixes de precisão ou de semi precisão
85400386,Prótese parcial removível com grampos bilateral
85400394,Prótese parcial removível provisória em acrílico com ou sem grampos
85400408,Prótese total
85400416,Prótese total imediata
85400424,Prótese total incolor
85400432,Provisório para Faceta
85400440,Provisório para Inlay/Onlay
85400459,Provisório para Restauração metálica fundida
85400467,Recimentação de trabalhos protéticos
85400475,Reembasamento de coroa provisória
85400483,Reembasamento de prótese total ou parcial - imediato (em consultório)
85400491,Reembasamento de prótese total ou parcial - mediato (em laboratório)
85400505,Remoção de trabalho protético
85400513,Restauração em cerâmica pura - inlay
85400521,Restauração em cerâmica pura - onlay
85400530,Restauração em cerômero - onlay
85400548,Restauração em cerômero - inlay
85400556,Restauração metálica fundida
85400564,Prótese total imediata sobre implantes
85500011,Coroa provisória sobre implante
85500020,Coroa provisória sobre implante com carga imediata
85500038,Coroa total metalo cerâmica sobre implante
85500046,Coroa total metalo plástica sobre implante – cerômero
85500054,Coroa total metalo plástica sobre implante – resina acrílica
85500062,Guia cirúrgico para implante
85500070,Intermediário protético (para implantes)
85500089,Manutenção de prótese sobre implantes
85500097,Overdenture barra clipe ou o'ring sobre dois implantes
85500100,Overdenture barra clipe ou o'ring sobre quatro ou mais implantes
85500119,Overdenture barra clipe ou o'ring sobre três implantes
85500127,Prótese parcial fixa implanto suportada
85500135,Prótese parcial fixa provisória em carga imediata
85500143,Protocolo Branemark em carga imediata para 4 implantes - parte protética
85500151,Protocolo Branemark em carga imediata para 5 implantes - parte protética
85500160,Protocolo Branemark para 4 implantes
85500178,Protocolo Branemark para 5 implantes
85500186,Protocolo Branemark provisório para 4 implantes
85500194,Protocolo Branemark provisório para 5 implantes
86000012,Aletas Gomes
86000020,Aparelho de Klammt
86000039,Aparelho de protração mandibular - APM
86000047,Aparelho de Thurow
86000055,Aparelho extra-bucal
86000063,Aparelho ortodôntico fixo estético
86000080,Aparelho ortodôntico fixo estético parcial
86000098,Aparelho ortodôntico fixo metálico
86000110,Aparelho ortodôntico fixo metálico parcial
86000128,Aparelho removível com alças bionator invertida ou de Escheler
86000144,Arco lingual
86000152,Barra transpalatina fixa
86000160,Barra transpalatina removível
86000179,Bionator de Balters
86000187,Blocos geminados de Clark – twinblock
86000195,Botão de Nance
86000209,Contenção fixa - por arcada
86000225,Disjuntor palatino - Hirax
86000233,Disjuntor palatino - Macnamara
86000241,Distalizador com mola nitinol
86000250,Distalizador de Hilgers
86000268,Distalizador Distal Jet
86000276,Distalizador Pendulo/Pendex
86000284,Distalizador tipo Jones Jig
86000292,Documentação eletromiográfica
86000306,Gianelly
86000314,Grade palatina fixa
86000322,Grade palatina removível
86000330,Herbst encapsulado
86000357,Manutenção de aparelho ortodôntico - aparelho fixo
86000365,Manutenção de aparelho ortodôntico - aparelho ortopédico
86000373,Manutenção de aparelho ortodôntico - aparelho removível
86000381,Máscara facial – Delaire e Tração Reversa
86000390,Mentoneira
86000403,Modelador elástico de Bimler
86000411,Monobloco
86000420,Obtenção de modelos gnatostáticos de Planas
86000438,Pistas diretas de Planas - superior e inferior
86000446,Pistas indiretas de Planas
86000454,Placa de distalização de molares
86000462,Placa de Hawley
86000470,Placa de Hawley - com torno expansor
86000489,Placa de mordida ortodôntica
86000497,Placa de Schwarz
86000500,Placa de verticalização de caninos
86000519,Placa dupla de Sanders
86000527,Placa encapsulada de Maurício
86000535,Placa lábio-ativa
86000543,Plano anterior fixo
86000551,Plano inclinado
86000560,Quadrihélice
86000578,Regulador de função de Frankel
86000586,Simões Network
86000594,Splinter
87000016,Atividade educativa em odontologia para pais e/ou cuidadores de pacientes com necessidades especiais
87000024,Atividade educativa para pais e/ou cuidadores
87000032,Condicionamento em odontologia para pacientes com necessidades especiais
87000040,Coroa de acetato em dente permanente
87000059,Coroa de aço em dente permanente
87000067,Coroa de policarbonato em dente permanente
87000148,Estabilização por meio de contenção física e/ou mecânica em pacientes com necessidades especias em odontologia
87000164,Sedação consciente com óxido nitroso e oxigênio em pacientes com necessidades especiais em odontologia
87000180,Sedação medicamentosa ambulatorial em pacientes com necessidades especiais em odontologia
